"Eff_Date","Course_ID","Offer_Nbr","Contact_Hours_YN","Contact_Hours","Restriction_YN","Restriction","Avail_NAWD","Quota_YN","Quota","Pre-Requisite_YN","Pre-Requisite","Co-Requisite_YN","Co-Requisite","Assumed_Knowl_YN","Assumed_Knowl","Incompatible_YN","Incompatible","Assessment_YN","Assessment","Biennial_Course_YN","Biennial_Course"
"01/01/2017","108345","1","Y","Up to 36 hours per week workload including time spent on the research project and preparation of assessment tasks (proposal, seminars and thesis)","Y","B.Health Sciences (Honours) or B.Medical Science (Honours) in the Discipline of Obstetrics & Gynaecology","N","N","","Y","Completion of an approved degree or successful completion of 3 years of the MBBS program (or equivalent with approval of Head of School). Enrolment of students from the MBBS program requires prior approval from the MBSS Curriculum Committee","Y","Research Skills in Obstetrics and Gynaecology (Honours) (SPRH 4300); Literature Review ? O&G and Paediatrics (Honours) (OB&GYNAE4002)","N","","N","","Y","Written research proposal; research proposal seminar; critical literature review; research progress seminar; thesis; VIVA examination","N",""
"01/01/2017","108346","1","Y","Up to 36 hours per week workload including time spent on the research project and preparation of assessment tasks (proposal, seminars and thesis)","Y","B.Health Sciences (Honours) or B.Medical Science (Honours) in the Discipline of Obstetrics & Gynaecology","N","N","","Y","Completion of an approved degree or successful completion of 3 years of the MBBS program (or equivalent with approval of Head of School). Enrolment of students from the MBBS program requires prior approval from the MBSS Curriculum Committee","Y","Research Skills in Obstetrics and Gynaecology (Honours) (SPRH 4300); Literature Review ? O&G and Paediatrics (Honours) (OB&GYNAE4002)","N","","N","","Y","Written research proposal; research proposal seminar; critical literature review; research progress seminar; thesis; VIVA examination","N",""
"01/01/2017","108347","1","Y","Up to 36 hours per week workload including time spent on the research project and preparation of assessment tasks (proposal, seminars and thesis)","Y","B.Health Sciences (Honours) or B.Medical Science (Honours) in the Discipline of Obstetrics & Gynaecology","N","N","","Y","Completion of an approved degree or successful completion of 3 years of the MBBS program (or equivalent with approval of Head of School). Enrolment of students from the MBBS program requires prior approval from the MBSS Curriculum Committee","Y","Research Skills in Obstetrics and Gynaecology (Honours) (SPRH 4300); Literature Review ? O&G and Paediatrics (Honours) (OB&GYNAE4002)","N","","N","","Y","Written research proposal; research proposal seminar; critical literature review; research progress seminar; thesis; VIVA examination","N",""
"01/01/2017","108348","1","Y","Up to 36 hours per week workload including time spent on the research project and preparation of assessment tasks (proposal, seminars and thesis)","Y","B.Health Sciences (Honours) or B. Medical Science (Honours) in the Discipline of Paediatrics","N","N","","Y","Completion of an approved degree or successful completion of 3 years of the MBBS program (or equivalent with approval of Head of School). Enrolment of students from the MBBS program requires prior approval from the MBBS Curriculum Committee","Y","Research Skills in Obstetrics and Gynaecology (Honours) (SPRH 4300); Literature Review ? O&G and Paediatrics (Honours) (OB&GYNAE4002)","N","","N","","Y","Written research proposal; research proposal seminar; critical literature review; research progress seminar; thesis; VIVA examination","N",""
"01/01/2017","108349","1","Y","Up to 36 hours per week workload including time spent on the research project and preparation of assessment tasks (proposal, seminars and thesis)","Y","B.Health Sciences (Honours) or B. Medical Science (Honours) in the Discipline of Paediatrics","N","N","","Y","Completion of an approved degree or successful completion of 3 years of the MBBS program (or equivalent with approval of Head of School). Enrolment of students from the MBBS program requires prior approval from the MBBS Curriculum Committee","Y","Research Skills in Obstetrics and Gynaecology (Honours) (SPRH 4300); Literature Review ? O&G and Paediatrics (Honours) (OB&GYNAE4002)","N","","N","","Y","Written research proposal; research proposal seminar; critical literature review; research progress seminar; thesis; VIVA examination","N",""
"01/01/2017","108350","1","Y","Up to 36 hours per week workload including time spent on the research project and preparation of assessment tasks (proposal, seminars and thesis)","Y","B.Health Sciences (Honours) or B. Medical Science (Honours) in the Discipline of Paediatrics","N","N","","Y","Completion of an approved degree or successful completion of 3 years of the MBBS program (or equivalent with approval of Head of School). Enrolment of students from the MBBS program requires prior approval from the MBBS Curriculum Committee","Y","Research Skills in Obstetrics and Gynaecology (Honours) (SPRH 4300); Literature Review ? O&G and Paediatrics (Honours) (OB&GYNAE4002)","N","","N","","Y","Written research proposal; research proposal seminar; critical literature review; research progress seminar; thesis; VIVA examination","N",""
"01/01/2017","108351","1","Y","Up to 36 hours per week workload including time spent on the research project and preparation of assessment tasks (proposal, seminars and thesis)","Y","B.Health Sciences (Honours) or B. Medical Science (Honours) in the Discipline of Paediatrics","N","N","","Y","Completion of an approved degree or successful completion of 3 years of the MBBS program (or equivalent with approval of Head of School). Enrolment of students from the MBBS program requires prior approval from the MBBS Curriculum Committee","Y","Research Skills in Obstetrics and Gynaecology (Honours) (SPRH 4300); Literature Review ? O&G and Paediatrics (Honours) (OB&GYNAE4002)","N","","N","","Y","Written research proposal; research proposal seminar; critical literature review; research progress seminar; thesis; VIVA examination","N",""
"01/01/2017","108352","1","Y","4 hours per week","N","","N","N","","Y","At least 48 units of Level 1 and Level 2 courses completed","N","","N","","N","","Y","Assignments, Presentation, Literature Review, Research Plan","N",""
"01/01/2017","108353","1","Y","Intensive up to 12 hours per week over 3 weeks","Y","Available to students studying Indigenous Knowledges and Society as a minor or major","CHK","N","","N","","N","","N","","N","","Y","Poster presentation 25%, Tour journal 35%, Essay 40%","N",""
"01/01/2017","108354","1","Y","120 hours directed study","N","","N","N","","Y","C&ENVENG 3222 or C&ENVENG 3221","N","","N","","Y","C&ENVENG 4003A, C&ENVENG 4005A","Y","Milestone and Progress Reports, Oral Presentation","N",""
"01/01/2017","108355","1","Y","120 hours directed study","N","","N","N","","Y","C&ENVENG 3222 & C&ENVENG 4222A","N","","N","","Y","C&ENVENG 4003B, C&ENVENG 4005B","Y","Final Research Report, Journal Paper, Poster Presentation","N",""
"01/01/2017","108356","1","Y","Up to 12 hours per week (blended delivery including readings, learning activities and assessment items)","Y","B.Nurs (Honours) students","N","N","","N","","Y","NURSING 4300","N","","N","","Y","Essay, Review Protocol","N",""
"01/01/2017","108357","1","Y","120 hours directed study","N","","N","N","","Y","MINING 3222 or C&ENVENG 3221","N","","N","","Y","MINING 4100A","Y","Milestone and Progress Reports, Oral Presentation","N",""
"01/01/2017","108358","1","Y","120 hours directed study","N","","N","N","","Y","MINING 3222 & MINING 4222A","N","","N","","Y","MINING 4100B","Y","Final Research Report, Journal Paper, Poster Presentation","N",""
"01/01/2017","108359","1","Y","Up to 4 hours per week","N","","N","N","","Y","At least 48 units of Level 1 and Level 2 courses completed","N","","N","","N","","Y","Assignments, Presentation, Literature Review, Project Plan","N",""
"01/01/2017","108360","1","Y","Up to 7 hours per week","N","","N","N","","N","","N","","Y","ELEC ENG 1100 or ELEC ENG 1009","Y","ELEC ENG 2008 and MECH ENG 2015","Y","Quiz(zes), tutorial preparation, practicals and written exam","N",""
"01/01/2017","108361","1","Y","Offshore studio over a an intensive 7-10 day period","N","","Y","N","","Y","PROP 7000","N","","Y","The development process, property market economics and research, property valuation","N","","Y","­Pre departure preparation 20%, ­attendance and participation 10%, final report and presentation 70%","N",""
"01/01/2017","108362","1","Y","3 hours per week","N","","Y","N","","N","","N","","N","","N","","Y","quiz, tutorial paper, group presentation, essay","N",""
"01/01/2017","108363","1","Y","Up to 3 hours per week","Y","Only available to B.International Development students","CHK","N","","Y","At least 12 units of level I undergraduate study","N","","Y","Level I knowledge of International Development","N","","Y","Seminar participation 10%, Essay (2,000 words) 50%, Group presentation 20%, Online exam 20%","N",""
"01/01/2017","108364","1","Y","Up to 3 hours per week","Y","Only available to B.International Development students","CHK","N","","Y","At least 6 units of level II undergraduate study","N","","N","","Y","DEVT 2100","Y","3 x SGDE presentations 30%, Program Design (6,000 words) 70%","N",""
"01/01/2017","108365","1","Y","Up to 8 hours per week and a 4 day Field Trip","Y","Available to B.Sc (Marine Biology) students only","N","N","","N","","N","","Y","Completion of Level I and II of BSc (Marine Biology)","Y","ENV BIOL 3010 & ENV BIOL 3221","Y","Oral presentations, Field Trip Report, Progression report and final exam","N",""
"01/01/2017","108366","1","Y","Up to 3 hours per week","N","","Y","N","","N","","Y","COMP SCI 1101 or COMP SCI 1201 should be completed prior to or concurrently with COMP SCI 1106","N","","N","","Y","written exam (70%), assignments (30%)","N",""
"01/01/2017","108367","1","Y","Up to 7 hours per week","N","","N","N","","N","","N","","Y","6 units level II ENV BIOL courses & STATS 1000 or STATS 1003 or equivalent","Y","ENV BIOL 3006, ENV BIOL 3520, ENV BIOL 3530, ENV BIOL 3540","Y","Quizzes (in practicals), assignments, and final exam","N",""
"01/01/2017","108368","1","Y","Up to 7 hours per week","Y","Available to B.Sc (Marine Biology students only","N","N","","N","","N","","Y","6 units of Level 2 ENV BIOL courses & STATS 1000 or STATS 1003 or equivalent","Y","ENV BIOL 3530, ENV BIOL 3510, ENV BIOL 3006","Y","Quizzes (in practicals), assignments, and final exam","N",""
"01/01/2017","108369","1","Y","Up to 7 hours per week","N","","N","N","","Y","ENV BIOL 2501","N","","Y","6 units of level 2 ENV BIOL courses, STATS 1000 or STATS 1003 or equivalent","Y","ENV BIOL 3006, ENV BIOL 3510, ENV BIOL 3520, ENV BIOL 3540","Y","Quizzes (in practicals), assignments, and final exam","N",""
"01/01/2017","108370","1","Y","Up to 7 hours per week","Y","Available to B.Sc (Wildlife Conservation) students only","N","N","","N","","N","","Y","6 units of level 2 ENV BIOL courses, STATS 1000 or STATS 1003 or equivalent","Y","ENV BIOL 3006, ENV BIOL 3510, ENV BIOL 3520, ENV BIOL 3530","Y","Quizzes (in practicals), assignments, and final exam","N",""
"01/01/2017","108371","1","Y","Up to 10 hours per week for 6 weeks","Y","Available to Postgrad Biotech (Plant Biotech) students only","N","N","","N","","N","","N","","N","","Y","Research Planning Project, Group Presentation, Reflection","N",""
"01/01/2017","108372","1","Y","Up to 16 hours per week","Y","Available to Bachelor of Music students only","N","N","","N","","N","","Y","Enrolled in a specialisation relevant to the internship and its host organisation","N","","Y","Preliminary assessment 10%, Journal/schedule log or other record of involvment and engagement 20%, Performance or other final assessment 70%","N",""
"01/01/2017","108373","1","Y","Up to 16 hours per week","Y","Available to Bachelor of Music students only","N","N","","N","","N","","Y","Enrolment in a specialisation relevant to the internship and its host organisation","N","","Y","Preliminary assessment 10%, Journal/schedule log or other record of involvment and engagement 20%, Performance or other final assessment 70%","N",""
"01/01/2017","108374","1","Y","Up to 16 hours per week","Y","Available to Bachelor of Music students only","N","N","","N","","N","","Y","Enrolment in a specialisation relevant to the internship and its host organisation","N","","Y","Preliminary assessment 10%, Journal/schedule log or other record of involvement and engagement 70%","N",""
"01/01/2017","108375","1","Y","Up to 6 hours per week","Y","Available for B.Sc (Animal Sc) Students only","Y","N","","Y","BIOLOGY 1101 & BIOLOGY 1202 or equivalent","N","","N","","Y","VET SC 3515RW","Y","Written exam, mid-semester quizzes and a practical core competencies log book","N",""
"01/01/2017","108376","1","Y","Up to 12 hours per week","Y","Available to Bachelor of Music Classical Voice students only","N","N","","Y","MUSGEN 1201","N","","N","","N","","Y","Preliminary assessment 10%, Journal/schedule log 20%, Performance assessment 70%","N",""
"01/01/2017","108377","1","Y","Up to 12 hours per week","Y","Available to Bachelor of Music Classical Voice students only","N","N","","Y","MUSGEN 2201","N","","N","","N","","Y","Preliminary assessment 10%, Journal/schedule log 20%, Performance assessment 70%","N",""
"01/01/2017","108378","1","Y","up to 12 hours per week","Y","Available to Bachelor of Music Classical Voice students only","N","N","","Y","MUSGEN 3201","N","","N","","N","","Y","Preliminary assessment 10%, Journal/schedule log 20%, Performance assessment 70%","N",""
"01/01/2017","108379","1","Y","Up to 7 hours per week","N","","N","N","","Y","SACE Stage 2 Physics, MATHS 1011","Y","MATHS 1012","N","","Y","PHYSICS 1100","Y","Written exam, in-semester tests, workshop preparation, practical work.","N",""
"01/01/2017","108379","2","Y","Up to 7 hours per week","N","","N","N","","N","","N","","N","","N","","N","","N",""
"01/01/2017","108380","1","Y","Up to 4 hours per week","N","","N","N","","Y","MUSONIC 1000","N","","N","","Y","MUSONIC 2920","Y","Research portfolio 20%, Minor creative project 15%, Research project 30%, Major creative project 35%","N",""
"01/01/2017","108381","1","Y","Up to 24 hours per week (based on full-time study load)","N","","N","N","","N","","Y","NURSING 4300, NURSING 4301","N","","N","","Y","Question, literature review, research proposal, summary of results, presentation and publication","N",""
"01/01/2017","108382","1","Y","Up to 24 hours per week (based on full-time study load)","N","","N","N","","N","","Y","NURSING 4300, NURSING 4301","N","","N","","Y","Question, literature review, research proposal, summary of results, presentation and publication","N",""
"01/01/2017","108383","1","Y","Up to 24 hours per week (based on full-time study load)","N","","N","N","","N","","Y","NURSING 4300, NURSING 4301","N","","N","","Y","Question, literature review, research proposal, summary of results, presentation and publication","N",""
"01/01/2017","108384","1","Y","Up to 24 hours per week (based on full-time study load)","N","","N","N","","N","","Y","NURSING 4300, NURSING 4301","N","","N","","Y","Question, literature review, research proposal, summary of results, presentation and publication","N",""
"01/01/2017","108385","1","Y","40 weeks full time","N","","N","N","","Y","Satisfactory completion of a suitable undergraduate program subject to approval by Head of School  or to B.Sci Dent students who have successfully completed Dental Science and Practice III.","Y","DENT 4005","N","","N","","Y","Research Project & Thesis, Negotiated Research Piece and Research Presentation","N",""
"01/01/2017","108386","1","Y","40 weeks full time","N","","N","N","","Y","DENT 4400A","N","","N","","N","","Y","Research Project & Thesis, Negotiated Research Piece and Research Presentation","N",""
"01/01/2017","108387","1","Y","40 weeks full time","N","","N","N","","Y","Satisfactory completion of a suitable undergraduate program subject to approval by Head of School  or to B.Sci Dent students who have successfully completed Dental Science and Practice III.","Y","DENT 4005","N","","N","","Y","Research Project & Thesis, Negotiated Research Piece and Research Presentation","N",""
"01/01/2017","108388","1","Y","40 weeks full time","N","","N","N","","Y","DENT 4410A","N","","N","","N","","Y","Research Project & Thesis, Negotiated Research Piece and Research Presentation","N",""
"01/01/2017","108389","1","Y","20 weeks full time","N","","N","N","","Y","Credit average or above in 3rd year of an approved degree program","Y","Honours Research Project","N","","N","","Y","Introductory Research Seminar, literature review and project methods, Critique Exam","N",""
"01/01/2017","108390","1","Y","2 hours per week","N","","N","N","","Y","Satisfactory completion of an approved degree (or equivalent with approval of Head of School). Enrolment of students from the MBBS program requires prior approval from the MBBS Curriculum Committee","Y","Students must be enrolled concurrently in the accompanying research skills course","N","","N","","Y","Literature review, Critical review of a manuscript","N",""
"01/01/2017","108391","1","Y","Up to 3 hours per week (2 hour seminar, 1 hour supervisor meeting)","N","","N","N","","Y","Satisfactory completion of suitable undergraduate program subject to approval by Head of School or to B.Sci Dent students who have successfully completed Dental Science and Practice III","N","","N","","N","","Y","Research Proposal, Research Proposal Presentation, and Literature Review","N",""
"01/01/2017","108392","1","Y","Up to 3 hours per week (2 hour seminar, 1 hour supervisor meeting)","N","","N","N","","Y","Satisfactory completion of suitable undergraduate program subject to approval by Head of School or to B.Sci Dent students who have successfully completed Dental Science and Practice III","N","","N","","N","","Y","Research Proposal, Research Proposal Presentation, and Literature Review","N",""
"01/01/2017","108393","1","Y","Up to 3 hours per week (2 hour seminar, 1 hour supervisor meeting)","N","","N","N","","Y","Satisfactory completion of suitable undergraduate program subject to approval by Head of School or to B.Sci Dent students who have successfully completed Dental Science and Practice III","N","","N","","N","","Y","Research Proposal, Research Proposal Presentation, and Literature Review","N",""
"01/01/2017","108394","1","N","","Y","Available only through prior approval of the Postgraduate Coordinator in the Department of English and Creative Writing","N","Y","1","N","","N","","N","","N","","Y","Creative Project 100%","N",""
"01/01/2017","108395","1","N","","Y","Available only through prior approval of the Postgraduate Coordinator in the Department of English and Creative Writing","N","Y","1","N","","N","","N","","N","","Y","Creative Project 100%","N",""
"01/01/2017","108396","1","N","","Y","For BHlthMedSc(Hons) students only.","N","N","","N","","Y","HLTH SC 4202","N","","N","","N","","N",""
"01/01/2017","108397","1","N","","Y","For BHlthMedSc(Hons) students only","N","N","","N","","Y","HLTH SC 4202","N","","N","","N","","N",""
"01/01/2017","108398","1","N","","Y","For BHlthMedSc(Hons) students only","N","N","","N","","Y","HLTH SC 4202","N","","N","","N","","N",""
"01/01/2017","108399","1","N","","Y","For BHlthMedSc(Hons) students only","N","N","","N","","Y","HLTH SC 4202","N","","N","","N","","N",""
"01/01/2017","108400","1","Y","Up to 3 hours per week","N","","N","N","","Y","MANAGEMT 7100 & MANAGEMT 7104","N","","N","","N","","Y","Exam/assignments/tests/tutorial work as prescribed at first lecture","N",""
"01/01/2017","108401","1","Y","Up to 8 hours per day for 3 weeks","Y","Available to DVM students only","N","N","","Y","Completion of Level I & II of DVM program","N","","Y","VET SC 7211RW, VET SC 7221RW","N","","Y","Clinical case evaluations, rotation assessment matrix, oral case presentation","N",""
"01/01/2017","108402","1","Y","Up to 8 hours a day for 3 weeks","Y","Available to DVM students only","N","N","","Y","Completion of Level I & II DVM program","N","","Y","VET SC 7212RW & VET SC 7222RW","N","","Y","Clinical reasoning/problem solving/knowledge, technical skills, communication skills, patient care, professional behaviours will be assessed using a range of modalities","N",""
"01/01/2017","108403","1","Y","Up to 8 hours per day for 3 week block","Y","Available to DVM students only","N","N","","Y","Completion of Level I & II DVM program","N","","Y","VET SC 7210RW & VET SC 7220RW","N","","Y","Observation by instructors and peers during practical activities & case discussions, assessment of written & oral case records & reviews","N",""
"01/01/2017","108404","1","Y","Up to 8 hours per day for 3 week block","Y","Available to DVM students only","N","N","","Y","Completion of Level I & II DVM program","N","","N","","N","","Y","Professional skills & attributes, practical competencies, knowledge, problem solving/clinical reasoning, case management","N",""
"01/01/2017","108405","1","N","","Y","For BHlthMedSc(Hons) students only","N","N","","N","","Y","HLTH SC 4202","N","","N","","N","","N",""
"01/01/2017","108406","1","Y","Up to 8 hours per day for 3 week block","Y","Available to DVM students only","N","N","","Y","Completion of Level I & II of DVM program","N","","Y","VET SC 7000RW & VET SC 7008RW","N","","Y","Observation by instructors & peers during practical activities & case discussions, assessment of written pathology report, quizzes, end of rotation case presentation","N",""
"01/01/2017","108407","1","N","","Y","For BHlthMedSc(Hons) students only","N","N","","N","","Y","HLTH SC 4202","N","","N","","N","","N",""
"01/01/2017","108408","1","Y","Up to 8 hours per day for a 3 week block","Y","Available to DVM students only","N","N","","Y","Completion of Level I & II DVM program","N","","Y","VET SC 7223RW","N","","Y","Written assignment, oral presentation, field trip report, final exam","N",""
"01/01/2017","108409","1","N","","Y","For BHlthMedSc(Hons) students only","N","N","","N","","Y","HLTH SC 4202","N","","N","","N","","N",""
"01/01/2017","108410","1","N","","Y","For BHlthMedSc(Hons) students only","N","N","","N","","Y","HLTH SC 4202","N","","N","","N","","N",""
"01/01/2017","108411","1","Y","4 hours of Lectures / tutorials per week. 18 x 3 hour practicals throughout the course plus 8 full day Desexing Clinic rotations during the year","Y","Available to DVM students only","N","N","","Y","VET SC 7001RW, VET SC 7002RW, VET SC 7005RW, VET SC 7006RW, VET SC 7008RW, VET SC 7009RW, VET SC 7010RW","N","","N","","Y","VET SC 7110RW and VET SC 7220RW","Y","On-course assignments; Mid-semester examination and Final semester exam Semesters 1 & 2.  Formative assessment ? practical competence in anaesthetising and desexing dogs and cats.","N",""
"01/01/2017","108412","1","Y","4 hours of Lectures / tutorials per week. 18 x 3 hour practicals throughout the course plus 8 full day Desexing Clinic rotations during the year","Y","Available to DVM students only","N","N","","Y","VET SC 7230ARW","N","","N","","Y","VET SC 7110RW and VET SC 7220RW","Y","On-course assignments; Mid-semester examination and Final semester exam Semesters 1 & 2.  Formative assessment ? practical competence in anaesthetising and desexing dogs and cats.","N",""
"01/01/2017","108413","1","Y","Up to 11 hours per week and a 4 day field camp","N","","N","N","","Y","ENV BIOL 2501 & ENV BIOL 3530","N","","Y","ENV BIOL 2500 & ENV BIOL2503","Y","ENV BIOL 3230, ENV BIOL 3122, ENV BIOL 3123","Y","Project report, practical reports, oral presentation, mid-term test  and final exam","N",""
"01/01/2017","108414","1","Y","Up to 5 hours per week","Y","Available to students in the Bachelor of Science (Energy Geoscience) only","N","N","","N","","N","","N","","Y","GEOLOGY 1103 and PETROENG 1005","N","","N",""
"01/01/2017","108415","1","Y","Up to 4 hours per week","Y","Available to B.Sc (Adv) students only","N","N","","Y","ENV BIOL 2501 and ENV BIOL 3530","N","","Y","ENV BIOL 2500 and ENV BIOL 2503","Y","ENV BIOL 3230 or ENV BIOL 3122, ENV BIOL 3123  ENV BIOL 3550","Y","Mid-term test and final exam","N",""
"01/01/2017","108416","1","Y","Mixed mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","AGRIC 4001AWT/BWT, AGRIC 4001ARW/BRW, 4010AWT","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108417","1","Y","Mixed mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","AGRIC 4001AWT/BWT, AGRIC 4001ARW/BRW, AGRIC 4010BWT","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108418","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","AGRIC 4001AWT/BWT, AGRIC 4001ARW/BRW, AGRIC4020AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108419","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","AGRIC 4001AWT/BWT, AGRIC 4001ARW/BRW, AGRIC 4020AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108420","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","AGRIC 4001AWT/BWT, AGRIC 4001ARW/BRW, AGRIC 4030AWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108421","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","AGRIC 4001AWT/BWT, AGRIC 4001ARW/BRW, AGRIC 4030AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108422","1","Y","Mixed mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","ANIML SC 4004ARW/BRW, ANIML SC 4010ARW/BRW","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108423","1","Y","Mixed Mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","ANIML SC 4004ARW/BRW, ANIML SC 4010ARW/BRW","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108424","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","ANIML SC 4004ARW/BRW, ANIML SC 4020ARW/BRW","Y","oral presentation, poster presentation, supervisor assessment","N",""
"01/01/2017","108425","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","ANIML SC 4004ARW/BRW, ANIML SC 4020ARW/BRW","Y","Oral presentation, poster presentation, supervisor assessment","N",""
"01/01/2017","108426","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","ANIML SC 4004ARW/BRW, ANIML SC 4006ARW/BRW, ANIML SC 4030ARW/BRW","Y","oral presentation, poster presentation, supervisor assessment","N",""
"01/01/2017","108427","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","ANIML SC 4004ARW/BRW, ANIML SC 4006ARW/BRW, ANIML SC 4030ARW/BRW","Y","Oral presentation, poster presentation, supervisor assessment","N",""
"01/01/2017","108428","1","Y","Mixed mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","FOOD SC 4000AWT/BWT, FOOD SC 4010AWT/BWT","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108429","1","Y","Mixed Mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","FOOD SC 4000AWT/BWT, FOOD SC 4010AWT/BWT","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108430","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","FOOD SC 4000AWT/BWT, FOOD SC 4020AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108431","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","FOOD SC 4000AWT/BWT, FOOD SC 4020AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108432","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","FOOD SC 4000AWT/BWT, FOOD SC 4030AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108433","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","FOOD SC 4000AWT/BWT, FOOD SC 4030AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108434","1","Y","Mixed mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","HORTICUL 4003AWT/BWT, HORTICUL 4010AWT/BWT","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108435","1","Y","Mixed mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","HORTICUL 4003AWT/BWT, HORTICUL 4010AWT/BWT","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108436","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","HORTICUL 4003AWT/BWT, HORTICUL 4020AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108437","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","HORTICUL 4003AWT/BWT, HORTICUL 4020AWT/BWT","Y","Thesis , Seminar & Supervisor assessment","N",""
"01/01/2017","108438","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","HORTICUL 4003AWT/BWT, HORTICUL 4030AWT/BWT","Y","Thesis, Seminar & Supervisor assessment","N",""
"01/01/2017","108439","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","HORTICUL 4003AWT/BWT, HORTICUL 4030AWT/BWT","Y","Thesis, Seminar & Supervisor assessment","N",""
"01/01/2017","108440","1","Y","Mixed mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","OENOLOGY 4003AWT/BWT, OENOLOGY 4010AWT/BWT","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108441","1","Y","Mixed mode - flexible and/or intensive","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","OENOLOGY 4003AWT/BWT. OENOLOGY 4010AWT/BWT","Y","Exams and/or assignments, Research Proposal, Literature Review","N",""
"01/01/2017","108442","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","OENOLOGY 4003AWT/BWT, oenology 4020AWT/BWT","Y","Thesis, Seminar & Supervisor assessment","N",""
"01/01/2017","108443","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","OENOLOGY 4003AWT/BWT, OENOLOGY 4020AWT/BWT","Y","Thesis, Seminar & Supervisor assessment","N",""
"01/01/2017","108444","1","Y","By supervision","Y","Available only to students admitted to the relevant Honours program","N","N","","N","","N","","N","","Y","OENOLOGY 4003AWT/BWT, OENOLOGY 4030AWT/BWT","Y","Thesis, Seminar & Supervisor assessment","N",""
