"Term","Course_ID","Offer_Nbr","Class_Nbr","Section","Enrl_Stat","Class_Stat","Assoc","Session","Auto_Enrol","Auto_Enr_2","Class_Type","Cap_Enrl","Tot_Enrl","Comb_Sects_ID","Combined_Sect_Cap_Enrl","Combined_Sect_Tot_Enrl"
"3710","104533","1","10900","TU03","Closed","Active","10","1","","","Non-Enrol","17","17","","",""
"3720","106571","1","20763","WR04","Open","Active","10","1","","","Non-Enrol","20","4","","",""
"3710","106031","1","14121","TU05","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3710","108053","1","10996","SE01","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3710","104282","1","11509","TU04","Open","Active","10","1","","","Non-Enrol","25","16","","",""
"3710","106623","1","11211","TU01","Closed","ToBeCancel","10","1","","","Non-Enrol","20","0","","",""
"3744","105934","1","42206","TU01","Open","Active","10","1","","","Non-Enrol","25","7","","",""
"3710","102232","2","13202","LA04","Closed","Tentative","10","1","","","Non-Enrol","2","0","","",""
"3710","107048","1","15403","PB07","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3720","108062","1","20935","SE01","Open","Active","10","1","","","Non-Enrol","30","17","","",""
"3720","009786","2","22982","LA01","Open","Active","10","1","","","Non-Enrol","38","35","","",""
"3720","106635","1","21556","PL01","Open","Active","10","1","","","Non-Enrol","45","36","","",""
"3720","108261","1","21765","PM01","Open","Active","10","1","","","Non-Enrol","50","19","","",""
"3710","101894","1","12479","LA04","Open","Active","10","1","","","Non-Enrol","12","5","","",""
"3710","104415","1","14582","PR10","Open","Active","10","1","","","Non-Enrol","12","11","","",""
"3710","105875","1","12425","PR01","Open","Active","10","1","","","Non-Enrol","50","33","","",""
"3720","101888","1","20525","LA06","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3720","105982","1","25338","PJ01","Open","Active","10","FM1","","","Non-Enrol","20","0","","",""
"3710","018570","1","10002","RE01","Closed","Active","10","FY1","","","Non-Enrol","15","15","","",""
"3720","009786","2","21555","LA14","Open","Active","10","1","","","Non-Enrol","38","24","","",""
"3710","005543","3","13210","LA02","Open","Active","10","1","","","Non-Enrol","5","2","","",""
"3710","104415","1","14602","WR07","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3720","003241","1","20013","RE02","Closed","Active","10","FY2","","","Non-Enrol","14","14","","",""
"3720","108261","1","23482","SE01","Open","Active","10","1","","","Non-Enrol","30","19","","",""
"3720","104271","1","22762","TU08","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3710","019615","1","15046","PR16","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3710","006794","1","10534","PR03","Open","Active","10","1","","","Non-Enrol","16","14","","",""
"3720","006878","1","24643","PR04","Open","Active","10","1","","","Non-Enrol","50","48","","",""
"3710","104552","1","10985","TU01","Open","Active","10","1","","","Non-Enrol","16","13","","",""
"3710","108335","1","14790","TU03","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3736","102249","1","33044","TU01","Open","Active","10","1","","","Non-Enrol","24","8","","",""
"3720","108672","1","24217","TU02","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3710","006342","1","11163","LE01","Open","Active","10","1","","","Non-Enrol","75","71","","",""
"3710","104099","1","11150","PR07","Open","Active","10","1","","","Non-Enrol","9","8","","",""
"3710","104242","1","13376","TU09","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3710","104229","1","19094","LEC0","Open","Active","10","1","","","Non-Enrol","10","9","","",""
"3720","108359","1","23239","SG02","Open","Active","10","1","","","Non-Enrol","8","2","","",""
"3710","107066","1","12227","TU01","Open","Active","10","1","","","Non-Enrol","27","19","","",""
"3720","105877","1","28448","TU23","Closed","Stop Enrl","33","1","","","Non-Enrol","24","0","","",""
"3720","102130","1","22550","TU18","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3710","104429","1","12434","PR05","Open","Active","10","1","","","Non-Enrol","10","9","","",""
"3710","103127","1","14839","LA02","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3720","103019","1","23686","PR01","Closed","Active","10","1","","","Non-Enrol","1","1","","",""
"3720","103198","1","24601","SE01","Open","Active","10","1","","","Non-Enrol","32","28","","",""
"3720","006878","1","24641","PR02","Open","Active","10","1","","","Non-Enrol","72","70","","",""
"3710","105399","1","15334","TU03","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3710","101399","1","11428","LE01","Open","Active","10","1","","","Non-Enrol","130","119","","",""
"3720","105924","1","28952","PR03","Open","Active","10","1","","","Non-Enrol","40","25","","",""
"3710","108690","1","13071","TU01","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3710","105378","1","10793","TU04","Open","Active","10","1","","","Non-Enrol","30","20","","",""
"3710","102281","2","13263","WR04","Closed","Active","10","1","","","Non-Enrol","0","0","","",""
"3720","108968","1","22042","WR01","Open","Active","10","1","","","Non-Enrol","50","36","","",""
"3710","106010","1","10389","TU01","Closed","Active","10","FY1","","","Non-Enrol","10","10","","",""
"3720","009786","2","22992","LA11","Open","Active","10","1","","","Non-Enrol","38","32","","",""
"3710","104842","1","12714","TU03","Open","Active","10","1","","","Non-Enrol","25","19","","",""
"3720","105872","1","21715","PR01","Open","Active","10","1","","","Non-Enrol","70","31","","",""
"3720","107667","1","23876","WR04","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3710","013637","1","15018","TU02","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3720","003762","1","20144","PR04","Closed","Active","10","FY2","","","Non-Enrol","11","11","","",""
"3710","102750","1","13758","TU01","Open","Active","10","1","","","Non-Enrol","20","14","","",""
"3710","108607","1","18863","PL01","Open","Active","10","1","","","Non-Enrol","5","1","","",""
"3720","009615","1","23307","WR05","Closed","Active","10","1","","","Non-Enrol","1","5","","",""
"3710","107028","1","13332","SG08","Open","Active","10","1","","","Non-Enrol","14","12","","",""
"3720","003988","1","22709","LE01","Open","Active","10","1","","","Non-Enrol","35","34","","",""
"3720","106521","1","22613","WR02","Open","Active","10","1","","","Non-Enrol","39","38","","",""
"3720","108207","1","28366","LA01","Open","Active","10","1","","","Non-Enrol","30","23","","",""
"3710","013249","1","10124","PR09","Open","Active","10","FY1","","","Non-Enrol","10","8","","",""
"3710","013241","1","10012","RE03","Closed","Active","10","FY1","","","Non-Enrol","14","14","","",""
"3710","104454","1","13942","PR03","Open","Active","10","1","","","Non-Enrol","40","7","","",""
"3720","108055","1","20357","TU01","Open","Tentative","10","1","","","Non-Enrol","10","0","","",""
"3720","103971","1","23836","CO05","Closed","Active","15","1","","","Non-Enrol","51","51","","",""
"3720","102182","1","28503","SE01","Open","Active","10","FY2","","","Non-Enrol","30","21","","",""
"3710","106424","1","13285","WR01","Open","Active","10","1","","","Non-Enrol","85","81","","",""
"3720","108213","1","23861","TU01","Open","Active","10","1","","","Non-Enrol","35","30","","",""
"3720","100436","1","23319","LE01","Open","Active","10","1","","","Non-Enrol","40","15","","",""
"3720","101996","1","22002","PR01","Closed","Stop Enrl","10","1","","","Non-Enrol","66","4","","",""
"3710","109009","1","11234","SG23","Open","Active","10","1","","","Non-Enrol","18","17","","",""
"3742","105734","1","40007","TU01","Open","Active","10","1","","","Non-Enrol","5","1","","",""
"3710","107155","1","12027","SG06","Open","Active","10","1","","","Non-Enrol","43","39","","",""
"3720","106356","1","20925","TU08","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3710","104416","1","12010","TU05","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3720","108106","1","20598","TU03","Open","Active","10","1","","","Non-Enrol","25","4","","",""
"3710","105876","1","12076","WR03","Open","Active","10","1","","","Non-Enrol","20","15","","",""
"3744","105825","1","42087","TU01","Open","Active","10","1","","","Non-Enrol","5","0","","",""
"3720","001962","1","20984","WR02","Closed","Active","11","1","","","Non-Enrol","30","30","","",""
"3720","107044","1","20755","LE01","Open","Active","10","1","","","Non-Enrol","150","130","","",""
"3710","108743","1","10134","PR01","Open","Active","10","1","","","Non-Enrol","10","0","","",""
"3710","104115","1","18438","TU09","Open","Active","10","1","","","Non-Enrol","23","10","","",""
"3720","108227","1","24825","TU01","Open","Active","10","1","","","Non-Enrol","34","32","","",""
"3742","105756","1","40083","TU01","Open","Active","10","1","","","Non-Enrol","10","4","","",""
"3720","105877","1","21932","TU11","Closed","Stop Enrl","21","1","","","Non-Enrol","24","0","","",""
"3720","108927","1","25033","SG02","Closed","Active","10","1","","","Non-Enrol","40","40","","",""
"3720","009901","1","22524","TU07","Closed","Active","10","1","","","Non-Enrol","11","11","","",""
"3710","106593","1","13811","TU01","Open","Active","10","1","","","Non-Enrol","20","10","","",""
"3710","018078","1","15423","PR03","Closed","Active","10","FY1","","","Non-Enrol","9","9","","",""
"3720","104414","1","22404","PR19","Open","Active","10","1","","","Non-Enrol","10","9","","",""
"3744","107432","1","42119","TU01","Open","Active","10","1","","","Non-Enrol","20","0","","",""
"3720","106481","1","22521","PR02","Open","Active","10","1","","","Non-Enrol","45","31","","",""
"3710","016878","1","13437","WR18","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3720","104277","1","21658","TU04","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3710","006794","1","18934","PR07","Open","Active","10","1","","","Non-Enrol","5","2","","",""
"3744","104816","1","42185","LE01","Open","Active","10","1","","","Non-Enrol","130","88","","",""
"3710","107093","1","12250","SG02","Open","Active","10","1","","","Non-Enrol","35","28","","",""
"3710","102691","1","12886","WR03","Open","Active","10","1","","","Non-Enrol","6","5","","",""
"3742","105834","1","40124","TU01","Open","Active","10","1","","","Non-Enrol","5","0","","",""
"3720","104855","1","20332","TU01","Open","Active","10","1","","","Non-Enrol","38","9","","",""
"3710","005543","3","13214","LA06","Closed","Tentative","10","1","","","Non-Enrol","5","0","","",""
"3720","006263","1","22756","PJ03","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3720","108335","1","24608","TU02","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3720","105066","1","24012","SG07","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3720","105731","1","20308","TU01","Open","Active","10","1","","","Non-Enrol","40","39","","",""
"3710","106361","1","11056","WR08","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3720","108165","1","21128","TU01","Closed","ToBeCancel","10","1","","","Non-Enrol","16","0","","",""
"3720","104960","1","22240","PR01","Open","Active","10","1","","","Non-Enrol","5","0","","",""
"3720","106300","1","22108","TU08","Closed","Active","10","1","","","Non-Enrol","23","23","","",""
"3710","106028","1","14114","TU11","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3710","105866","1","10929","TU02","Open","Active","10","1","","","Non-Enrol","24","22","","",""
"3720","102901","1","24966","TU01","Open","Active","10","1","","","Non-Enrol","50","42","","",""
"3710","104790","1","10851","SE02","Closed","Active","10","1","","","Non-Enrol","30","30","","",""
"3720","108186","1","20184","TE02","Open","Active","10","1","","","Non-Enrol","10","1","","",""
"3710","106809","1","11111","WR01","Open","Active","10","1","","","Non-Enrol","26","25","","",""
"3710","107654","1","10367","SE04","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3720","106866","1","24983","PR01","Open","Active","10","1","","","Non-Enrol","2","0","","",""
"3710","106570","1","10681","WR04","Open","Active","10","1","","","Non-Enrol","20","4","","",""
"3710","104402","1","11602","PR06","Open","Active","10","1","","","Non-Enrol","15","10","","",""
"3710","104404","2","13790","LA01","Closed","ToBeCancel","10","1","","","Non-Enrol","4","3","","",""
"3710","108242","1","18472","WR01","Open","Active","10","1","","","Non-Enrol","30","11","","",""
"3710","105968","1","10200","PR02","Closed","Active","10","1","","","Non-Enrol","12","12","","",""
"3720","104399","1","20300","PR02","Open","Active","10","1","","","Non-Enrol","48","46","","",""
"3720","105872","1","21716","WR01","Open","Active","10","1","","","Non-Enrol","70","22","","",""
"3720","104692","1","22079","TU01","Open","Active","10","1","","","Non-Enrol","60","53","","",""
"3744","108906","1","42483","PL01","Open","Active","10","1","","","Non-Enrol","100","53","","",""
"3710","104099","1","19044","PR15","Open","Active","10","1","","","Non-Enrol","9","8","","",""
"3710","106864","1","15255","PR01","Open","Active","10","1","","","Non-Enrol","2","1","","",""
"3742","105776","1","40212","TU01","Open","Active","10","1","","","Non-Enrol","5","2","","",""
"3720","105877","2","21490","PR02","Open","Active","10","1","","","Non-Enrol","17","16","","",""
"3710","013241","1","11844","RE11","Open","Active","10","FY1","","","Non-Enrol","14","13","","",""
"3710","107028","1","13324","SG16","Open","Active","10","1","","","Non-Enrol","15","14","","",""
"3720","103982","2","23719","PR05","Open","Active","10","1","","","Non-Enrol","9","0","","",""
"3710","104405","1","11636","WR05","Closed","Active","10","1","","","Non-Enrol","8","8","","",""
"3710","107155","1","12029","SG04","Open","Active","10","1","","","Non-Enrol","43","37","","",""
"3720","108796","1","23247","WR01","Closed","ToBeCancel","10","1","","","Non-Enrol","200","0","","",""
"3720","105521","1","24560","SE01","Open","Active","10","1","","","Non-Enrol","10","3","","",""
"3720","108238","1","25186","WR02","Open","Active","10","1","","","Non-Enrol","20","3","","",""
"3710","106681","1","19071","TU02","Open","Active","10","1","","","Non-Enrol","30","19","","",""
"3710","103965","1","10045","SG01","Open","Active","10","1","","","Non-Enrol","75","37","","",""
"3710","018097","1","18446","CL08","Open","Active","13","FY1","","","Non-Enrol","50","49","","",""
"3710","107038","1","15446","SG05","Open","Active","10","1","","","Non-Enrol","11","10","","",""
"3710","105507","1","12340","LE01","Open","Active","10","1","","","Non-Enrol","72","68","","",""
"3710","105875","1","12431","TU04","Open","Active","10","1","","","Non-Enrol","20","16","","",""
"3710","104406","2","11671","PR05","Closed","Tentative","10","1","","","Non-Enrol","10","0","","",""
"3720","008097","1","25199","CL07","Open","Active","12","FY2","","","Non-Enrol","4","2","","",""
"3710","108277","2","14701","PR01","Closed","ToBeCancel","10","1","","","Non-Enrol","10","0","","",""
